apn,address,station,band,current_zone,current_max_height_ft,current_max_height_raw,sb79_floor_ft,lot_sf,year_built,historic_status,lat,lon
120-15-071,"480 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,9425,1929,Category 2,37.447985,-122.159217
120-15-071,"494 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,9425,1929,Category 2,37.447985,-122.159217
120-15-071,"490 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,9425,1929,Category 2,37.447985,-122.159217
120-15-071,"498 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,9425,1929,Category 2,37.447985,-122.159217
120-15-071,"482 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,9425,1929,Category 2,37.447985,-122.159217
120-15-072,"520 Cowper St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,25500,1986,none,37.447739,-122.159022
120-15-073,"530 Cowper St, Palo Alto",univ,1/2mi,PF,,Cannot assess for this zone.,65,30263,,none,37.447365,-122.158847
120-15-074,"540 Cowper St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4387,1959,none,37.447595,-122.158535
120-15-075,"499 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,9300,1957,none,37.447489,-122.158347
120-15-076,"467 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4650,1960,none,37.447327,-122.158507
120-15-077,"459 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4650,1963,none,37.44722,-122.158614
120-15-078,"433 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4650,,none,37.447004,-122.158827
120-15-078,"439 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4650,,none,37.447004,-122.158827
120-15-078,"435 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4650,,none,37.447004,-122.158827
120-15-079,"425 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,37249,,none,37.446827,-122.159222
120-15-079,"555 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,37249,,none,37.446827,-122.159222
120-15-080,,univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,7150,1900,none,37.44698,-122.159604
120-15-081,,univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,8260,1900,none,37.447056,-122.159793
120-15-082,"510 Waverley St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,4895,1900,Category 2,37.446612,-122.160167
120-15-083,"526 Waverley St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6150,1928,Category 2: RLUA 20200323,37.446534,-122.160046
120-15-084,"552 Waverley St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6150,1952,none,37.446449,-122.159911
120-15-084,"550 Waverley St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6150,1952,none,37.446449,-122.159911
120-15-085,"560 Waverley St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6150,1938,none,37.446364,-122.159776
120-15-085,"558 Waverley St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6150,1938,none,37.446364,-122.159776
120-15-086,"375 Hamilton Av, Palo Alto",univ,1/2mi,PF,,Cannot assess for this zone.,65,28993,,none,37.446161,-122.159779
120-15-090,"315 Hamilton Av, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,9849,1954,none,37.445437,-122.160321
120-15-090,"555 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,9849,1954,none,37.445437,-122.160321
120-15-090,"321 Hamilton Av, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,9849,1954,none,37.445437,-122.160321
120-15-090,"325 Hamilton Av, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,9849,1954,none,37.445437,-122.160321
120-15-090,"585 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,9849,1954,none,37.445437,-122.160321
120-15-091,"547 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,7387,1947,Category 2; Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.445557,-122.16051
120-15-091,"549 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,7387,1947,Category 2; Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.445557,-122.16051
120-15-091,"545 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,7387,1947,Category 2; Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.445557,-122.16051
120-15-091,"543 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,7387,1947,Category 2; Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.445557,-122.16051
120-15-091,"541 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,7387,1947,Category 2; Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.445557,-122.16051
120-15-094,"529 Bryant St, Palo Alto",univ,1/4mi,PC-3974,,Cannot assess for this zone.,75,13260,1928,Category 2,37.445892,-122.160771
120-15-098,"415 Florence St, Palo Alto",univ,1/2mi,PF,,Cannot assess for this zone.,65,16875,,none,37.447212,-122.161679
120-15-100,"450 Lytton Av, Palo Alto",univ,1/2mi,PF,,Cannot assess for this zone.,65,18900,,none,37.448127,-122.160922
120-15-101,"430 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,10900,1955,Category 3 (Designation applies to 430 Kipling only),37.447828,-122.16074
120-15-101,"431 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,10900,1955,Category 3 (Designation applies to 430 Kipling only),37.447828,-122.16074
120-15-102,"345 Hamilton Av, Palo Alto",univ,1/2mi,PF,,Cannot assess for this zone.,65,31610,,none,37.445842,-122.160183
120-15-103,"364 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,14975,1949,none,37.446445,-122.160527
120-15-103,"360 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,14975,1949,none,37.446445,-122.160527
120-15-103,"352 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,14975,1949,none,37.446445,-122.160527
120-15-105,"533 Bryant St, Palo Alto",univ,1/4mi,PC-4195; CD-C (GF)(P),,Cannot assess for this zone.,75,3952,1994,Category 2 (Bixby House),37.44571,-122.160606
120-15-106,"539 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,3435,1950,none,37.4456,-122.160749
120-15-106,"535 Bryant St, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,3435,1950,none,37.4456,-122.160749
120-15-107,"429 Bryant St, Palo Alto",univ,1/4mi,PC-4611,,Cannot assess for this zone.,75,46100,,none,37.44662,-122.162068
120-15-107,"445 Bryant St, Palo Alto",univ,1/4mi,PC-4611,,Cannot assess for this zone.,75,46100,,none,37.44662,-122.162068
120-15-108,"321 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5050,2013,Category 2,37.446385,-122.161511
120-15-108,"317 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5050,2013,Category 2,37.446385,-122.161511
120-15-108,"323 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5050,2013,Category 2,37.446385,-122.161511
120-15-109,"480 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,10463,2019,none,37.448783,-122.160436
120-15-110,"425 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,11000,,none,37.447708,-122.160222
120-15-110,"450 Kipling St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,11000,,none,37.447708,-122.160222
120-16-002,"380 Hamilton Av, Palo Alto",univ,1/2mi,PF,,Cannot assess for this zone.,65,32700,,Category 1; On the NRHP (Downtown Post Office),37.445819,-122.159174
120-16-007,"470 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,1075,1951,none,37.447059,-122.15815
120-16-008,"482 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5375,1956,none,37.44722,-122.15799
120-16-008,"496 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5375,1956,none,37.44722,-122.15799
120-16-008,"484 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5375,1956,none,37.44722,-122.15799
120-16-008,"486 Hamilton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5375,1956,none,37.44722,-122.15799
120-16-009,"610 Cowper St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,7500,1898,none,37.447114,-122.157891
120-16-011,"630 Cowper St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,15000,1956,none,37.446901,-122.157553
120-16-013,"461 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"469 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"467 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"471 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"463 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"457 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"477 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"479 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"465 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"473 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"481 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-013,"459 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,13500,1945,none,37.446624,-122.157279
120-16-015,"429 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"437 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"427 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"453 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"443 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"439 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"445 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"449 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"433 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"451 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"447 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"435 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"441 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-015,"431 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1950,none,37.446408,-122.157603
120-16-016,"425 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1939,none,37.4463,-122.15771
120-16-016,"421 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1939,none,37.4463,-122.15771
120-16-016,"423 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,10000,1939,none,37.4463,-122.15771
120-16-017,"413 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,6500,1905,none,37.446133,-122.157722
120-16-017,"411 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,6500,1905,none,37.446133,-122.157722
120-16-017,"415 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,6500,1905,none,37.446133,-122.157722
120-16-017,"419 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,6500,1905,none,37.446133,-122.157722
120-16-017,"417 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,6500,1905,none,37.446133,-122.157722
120-16-020,"635 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,13510,1966,none,37.446149,-122.158145
120-16-021,"628 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1904,none,37.44577,-122.158784
120-16-022,"636 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,2018,none,37.445685,-122.158649
120-16-023,"646 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1904,none,37.4456,-122.158514
120-16-023,"640 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1904,none,37.4456,-122.158514
120-16-024,"650 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1902,Category 2; Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.445514,-122.158379
120-16-029,"643 Gilman St, Palo Alto",univ,1/2mi,PF,,Cannot assess for this zone.,65,16875,,none,37.44545,-122.158882
120-16-032,"650 Gilman St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5625,1950,none,37.445015,-122.159094
120-16-033,"325 Forest Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,11250,1929,Category 2 (Lanning Chateau),37.444887,-122.158891
120-16-033,"345 Forest Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,11250,1929,Category 2 (Lanning Chateau),37.444887,-122.158891
120-16-033,"664 Gilman St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,11250,1929,Category 2 (Lanning Chateau),37.444887,-122.158891
120-16-034,"661 Bryant St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,15825,1916,Category 2,37.444695,-122.159191
120-16-035,"635 Bryant St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1900,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.444865,-122.159462
120-16-036,,univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,,none,37.44495,-122.159597
120-16-038,"332 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,15000,1925,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.444639,-122.158324
120-16-039,"360 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,31500,1929,Category 4,37.444862,-122.15797
120-16-040,"704 Waverley St, Palo Alto",univ,1/2mi,DHS,,Cannot assess for this zone.,65,5000,1908,none,37.445263,-122.157925
120-16-040,"372 Forest Av, Palo Alto",univ,1/2mi,DHS,,Cannot assess for this zone.,65,5000,1908,none,37.445263,-122.157925
120-16-041,"400 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,20000,1975,none,37.445554,-122.157403
120-16-043,"446 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,7500,1992,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.446007,-122.156968
120-16-044,"454 Forest Av, Palo Alto",univ,1/2mi,RM-40,,Cannot assess for this zone.,65,7500,1952,none,37.446115,-122.156861
120-16-045,"706 Cowper St, Palo Alto",univ,1/2mi,PC-3007,,Cannot assess for this zone.,65,10050,1894,Category 1; On the NRHP (Downing House),37.446412,-122.156732
120-16-046,"720 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,10050,1973,none,37.446284,-122.156529
120-16-047,"726 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1958,none,37.446178,-122.15636
120-16-047,"732 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1958,none,37.446178,-122.15636
120-16-047,"724 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1958,none,37.446178,-122.15636
120-16-047,"730 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1958,none,37.446178,-122.15636
120-16-047,"728 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1958,none,37.446178,-122.15636
120-16-048,"734 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1970,none,37.446092,-122.156225
120-16-048,"738 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1970,none,37.446092,-122.156225
120-16-048,"740 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1970,none,37.446092,-122.156225
120-16-048,"736 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1970,none,37.446092,-122.156225
120-16-049,"744 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,6700,1920,none,37.446007,-122.15609
120-16-050,"475 Homer Av, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,8400,1916,Category 2; On the NRHP (Womens Club of Palo Alto),37.445933,-122.155834
120-16-051,"469 Homer Av, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,5000,1908,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.445789,-122.155977
120-16-055,"423 Homer Av, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,10000,1900,none,37.445409,-122.156573
120-16-055,"425 Homer Av, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,10000,1900,none,37.445409,-122.156573
120-16-058,"735 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,7500,1958,none,37.445321,-122.15699
120-16-058,"743 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,7500,1958,none,37.445321,-122.15699
120-16-058,"733 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,7500,1958,none,37.445321,-122.15699
120-16-058,"737 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,7500,1958,none,37.445321,-122.15699
120-16-058,"741 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,7500,1958,none,37.445321,-122.15699
120-16-058,"739 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,7500,1958,none,37.445321,-122.15699
120-16-059,"727 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,7500,1904,none,37.445406,-122.157125
120-16-059,"729 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,7500,1904,none,37.445406,-122.157125
120-16-060,"712 Waverley St, Palo Alto",univ,1/2mi,DHS,,Cannot assess for this zone.,65,5000,1913,none,37.445178,-122.15779
