apn,address,station,band,current_zone,current_max_height_ft,current_max_height_raw,sb79_floor_ft,lot_sf,year_built,historic_status,lat,lon
137-01-046,"640 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1967,none,37.424967,-122.149026
137-01-046,"636 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1967,none,37.424967,-122.149026
137-01-046,"642 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1967,none,37.424967,-122.149026
137-01-046,"634 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1967,none,37.424967,-122.149026
137-01-047,"666 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5405,1958,none,37.424827,-122.149142
137-01-047,"664 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5405,1958,none,37.424827,-122.149142
137-01-047,"668 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5405,1958,none,37.424827,-122.149142
137-01-048,"2175 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6095,1958,none,37.424713,-122.149237
137-01-048,"2177 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6095,1958,none,37.424713,-122.149237
137-01-048,"2179 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6095,1958,none,37.424713,-122.149237
137-01-049,"2151 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1955,none,37.42494,-122.149441
137-01-049,"2147 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1955,none,37.42494,-122.149441
137-01-049,"2149 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1955,none,37.42494,-122.149441
137-01-049,"2153 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1955,none,37.42494,-122.149441
137-01-049,"2145 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1955,none,37.42494,-122.149441
137-01-050,"2139 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1927,none,37.425034,-122.149621
137-01-050,"2135 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1927,none,37.425034,-122.149621
137-01-050,"2137 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1927,none,37.425034,-122.149621
137-01-051,"2123 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,10563,1938,none,37.425137,-122.149814
137-01-051,"2121 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,10563,1938,none,37.425137,-122.149814
137-01-051,"2101 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,10563,1938,none,37.425137,-122.149814
137-01-051,"2103 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,10563,1938,none,37.425137,-122.149814
137-01-059,"613 Stanford Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,2021,Category 4,37.425919,-122.150358
137-01-060,"2046 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1949,none,37.425729,-122.150155
137-01-060,"2040 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1949,none,37.425729,-122.150155
137-01-060,"2044 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1949,none,37.425729,-122.150155
137-01-060,"2042 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1949,none,37.425729,-122.150155
137-01-061,"2062 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1924,none,37.425653,-122.150011
137-01-061,"2060 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1924,none,37.425653,-122.150011
137-01-061,"2064 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1924,none,37.425653,-122.150011
137-01-062,"2080 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6187,1924,none,37.425578,-122.149868
137-01-063,"2086 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4375,1949,none,37.425513,-122.149747
137-01-063,"2092 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4375,1949,none,37.425513,-122.149747
137-01-063,"2094 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4375,1949,none,37.425513,-122.149747
137-01-063,"2088 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4375,1949,none,37.425513,-122.149747
137-01-063,"2096 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4375,1949,none,37.425513,-122.149747
137-01-063,"2090 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4375,1949,none,37.425513,-122.149747
137-01-064,"2110 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,10563,1916,none,37.425423,-122.149576
137-01-065,"2130 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1906,Category 3,37.425321,-122.149383
137-01-069,"555 College Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,20728,1958,none,37.425517,-122.147768
137-01-069,"559 College Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,20728,1958,none,37.425517,-122.147768
137-01-070,"2200 El Camino Real, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,17963,1958,none,37.425782,-122.147486
137-01-074,"566 Cambridge Av, Palo Alto #A",calave,1/2mi,CN,,Cannot assess for this zone.,65,6000,1940,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.425072,-122.147564
137-01-074,"566 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,6000,1940,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.425072,-122.147564
137-01-074,"568 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,6000,1940,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.425072,-122.147564
137-01-074,"570 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,6000,1940,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.425072,-122.147564
137-01-075,"584 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,8175,1954,none,37.424921,-122.147668
137-01-075,"572 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,8175,1954,none,37.424921,-122.147668
137-01-075,"576 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,8175,1954,none,37.424921,-122.147668
137-01-075,"592 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,8175,1954,none,37.424921,-122.147668
137-01-075,"588 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,8175,1954,none,37.424921,-122.147668
137-01-075,"580 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,8175,1954,none,37.424921,-122.147668
137-01-078,,calave,1/2mi,CN,,Cannot assess for this zone.,65,5993,,none,37.424799,-122.147048
137-01-086,"2345 Yale St, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,6122,1969,none,37.424599,-122.14698
137-01-087,"2305 Yale St, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,6000,1940,none,37.424686,-122.147224
137-01-088,"642 California Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1922,none,37.423936,-122.147156
137-01-088,"644 California Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1922,none,37.423936,-122.147156
137-01-089,"658 California Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1924,none,37.423822,-122.147251
137-01-091,"2347 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1961,none,37.423919,-122.147512
137-01-091,"2343 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1961,none,37.423919,-122.147512
137-01-091,"2345 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1961,none,37.423919,-122.147512
137-01-093,"2331 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3500,1940,none,37.424038,-122.147738
137-01-093,"2331 Williams St, Palo Alto #A",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3500,1940,none,37.424038,-122.147738
137-01-094,"2317 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3645,1940,none,37.424091,-122.147819
137-01-095,"2301 Williams St, Palo Alto #B",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3355,1940,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.424114,-122.147902
137-01-095,"2301 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3355,1940,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.424114,-122.147902
137-01-095,"2301 Williams St, Palo Alto #A",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3355,1940,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.424114,-122.147902
137-01-096,,calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1688,,none,37.424155,-122.147959
137-01-097,"2295 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,7687,1962,none,37.424212,-122.148066
137-01-097,"2289 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,7687,1962,none,37.424212,-122.148066
137-01-097,"2291 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,7687,1962,none,37.424212,-122.148066
137-01-097,"2285 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,7687,1962,none,37.424212,-122.148066
137-01-098,"2277 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4500,1924,none,37.424286,-122.148206
137-01-099,"2265 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2257 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2251 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2262 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2271 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2263 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2253 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2255 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2269 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2259 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2261 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-099,"2267 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,9375,1948,none,37.42437,-122.148365
137-01-100,"2211 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1958,none,37.424429,-122.148709
137-01-100,"2215 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1958,none,37.424429,-122.148709
137-01-101,"659 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1960,none,37.424572,-122.14859
137-01-101,"661 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1960,none,37.424572,-122.14859
137-01-101,"665 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1960,none,37.424572,-122.14859
137-01-101,"663 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1960,none,37.424572,-122.14859
137-01-101,"657 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1960,none,37.424572,-122.14859
137-01-102,"645 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8875,1904,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.424708,-122.148375
137-01-102,"643 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8875,1904,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.424708,-122.148375
137-01-103,"615 College Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,8625,1924,none,37.424858,-122.148352
137-01-104,"2264 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1958,none,37.424637,-122.148091
137-01-104,"2260 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1958,none,37.424637,-122.148091
137-01-107,,calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,750,,none,37.424474,-122.147705
137-01-108,"2310 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,10000,1898,Category 3; On the NRHP (Kee House - built in 1889 it's the oldest intact house in Palo Alto),37.424379,-122.147604
137-01-109,"2324 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1900,none,37.424281,-122.147417
137-01-109,"2330 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1900,none,37.424281,-122.147417
137-01-110,"2342 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,2021,Found Not CRHR Eligible by Page Turnbull; 20180917,37.424205,-122.147274
137-01-110,"2344 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,2021,Found Not CRHR Eligible by Page Turnbull; 20180917,37.424205,-122.147274
137-01-112,"2098 El Camino Real, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,4380,1931,none,37.42692,-122.148739
137-01-113,"2280 El Camino Real, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,19043,1969,none,37.425433,-122.147258
137-01-116,"2000 El Camino Real, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,11843,1964,none,37.427244,-122.149287
137-01-121,"531 Stanford Av, Palo Alto",calave,1/2mi,RM-30,,Cannot assess for this zone.,65,17469,1955,none,37.426958,-122.149463
137-01-125,"577 College Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,18950,1967,none,37.42518,-122.148008
137-01-125,"2257 Yale St, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,18950,1967,none,37.42518,-122.148008
137-01-125,"2259 Yale St, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,18950,1967,none,37.42518,-122.148008
137-01-125,"2261 Yale St, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,18950,1967,none,37.42518,-122.148008
137-01-125,"599 College Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,18950,1967,none,37.42518,-122.148008
137-01-125,"2255 Yale St, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,18950,1967,none,37.42518,-122.148008
137-01-125,"2251 Yale St, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,18950,1967,none,37.42518,-122.148008
137-01-125,"2263 Yale St, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,18950,1967,none,37.42518,-122.148008
137-01-126,"580 Oxford Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6988,1916,none,37.426088,-122.14961
137-01-126,"582 Oxford Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6988,1916,none,37.426088,-122.14961
137-01-128,"591 Stanford Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4811,1912,Category 4,37.42622,-122.150186
137-01-129,"2310 El Camino Real, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,33204,1970,none,37.425037,-122.14657
137-01-129,"2390 El Camino Real, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,33204,1970,none,37.425037,-122.14657
137-01-130,"550 California Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,31290,1970,none,37.424655,-122.146706
137-01-132,"2080 El Camino Real, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,8424,1961,none,37.4271,-122.149015
137-01-133,"2140 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6250,1908,Found CRHR Eligible by Page Turnbull; 20190116,37.425245,-122.149239
137-01-134,"2150 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3125,1908,none,37.425188,-122.149132
137-01-136,"550 Oxford Av, Palo Alto #1",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1481,1981,none,37.426453,-122.149183
137-01-137,"550 Oxford Av, Palo Alto #2",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1608,1981,none,37.426547,-122.149347
137-01-138,"550 Oxford Av, Palo Alto #3",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1608,1981,none,37.426547,-122.149347
137-01-139,"550 Oxford Av, Palo Alto #4",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1481,1981,none,37.426453,-122.149183
137-01-140,"2385 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1059,1982,none,37.423752,-122.147394
137-01-141,"2395 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1085,1982,none,37.423697,-122.14729
137-01-142,"2290 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5000,1990,none,37.424552,-122.147852
137-01-143,,calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,2250,,none,37.424497,-122.147748
137-01-145,"624 California Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1920,none,37.424051,-122.147061
137-01-146,"2133 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3125,1925,none,37.425711,-122.149006
137-01-147,"2139 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3125,1925,none,37.425673,-122.148934
137-01-148,"2346 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1222,2003,Category 2,37.424202,-122.147075
137-01-149,"610 California Av, Palo Alto #A",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1436,1880,Category 2,37.424124,-122.14689
137-01-149,"610 California Av, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1436,1880,Category 2,37.424124,-122.14689
137-01-149,"610 California Av, Palo Alto #B",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1436,1880,Category 2,37.424124,-122.14689
137-01-150,"2270 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4977,,none,37.42451,-122.147966
137-01-151,,calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,148,,none,37.42433,-122.147822
137-01-152,"2100 El Camino Real, Palo Alto",calave,1/2mi,PC-5069,,Cannot assess for this zone.,65,50428,2017,none,37.426346,-122.148298
137-01-152,"2123 Staunton Ct, Palo Alto",calave,1/2mi,PC-5069,,Cannot assess for this zone.,65,50428,2017,none,37.426346,-122.148298
137-01-152,"501 Oxford Av, Palo Alto",calave,1/2mi,PC-5069,,Cannot assess for this zone.,65,50428,2017,none,37.426346,-122.148298
137-02-019,"2396 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1947,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.423456,-122.147556
137-02-019,"2390 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1947,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.423456,-122.147556
137-02-019,"2394 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1947,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.423456,-122.147556
137-02-019,"2392 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5750,1947,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.423456,-122.147556
137-02-086,"2334 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2330 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2338 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2328 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2326 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2316 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2322 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2318 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2320 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2340 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2324 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2332 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2314 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-02-086,"2336 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,22500,1963,none,37.423594,-122.14805
137-30-001,"2095 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,710,1975,none,37.425914,-122.149593
137-30-002,"2085 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,734,1975,none,37.425954,-122.149669
137-30-003,"2075 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,778,1975,none,37.425994,-122.149746
137-30-004,"2065 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,691,1975,none,37.426033,-122.14982
137-30-005,"2055 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,721,1975,none,37.426072,-122.149895
137-30-006,"2045 Yale St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,732,1975,none,37.426111,-122.149969
137-34-001,"560 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,797,1981,none,37.425155,-122.147345
137-34-002,"558 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,677,1981,none,37.425194,-122.147409
137-34-003,"556 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,660,1981,none,37.425231,-122.147481
137-34-004,"554 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,782,1981,none,37.425264,-122.147552
137-34-005,"552 Cambridge Av, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,670,1981,none,37.425303,-122.147615
137-35-001,"2337 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5000,1939,none,37.423987,-122.147641
137-35-002,"2333 Williams St, Palo Alto",calave,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5000,1982,none,37.423987,-122.147641
137-36-001,"2152 Staunton Ct, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,470,1985,none,37.426033,-122.148668
137-36-002,"2154 Staunton Ct, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,477,1985,none,37.425978,-122.148713
137-36-003,"2156 Staunton Ct, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,617,1985,none,37.425904,-122.148816
137-36-004,"2158 Staunton Ct, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,610,1985,none,37.425874,-122.148758
137-36-005,"2160 Staunton Ct, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,602,1985,none,37.425827,-122.148671
137-36-006,"2162 Staunton Ct, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,604,1985,none,37.425797,-122.148614
137-36-007,"2164 Staunton Ct, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,469,1985,none,37.425901,-122.148567
137-36-008,"2166 Staunton Ct, Palo Alto",calave,1/2mi,CN,,Cannot assess for this zone.,65,470,1985,none,37.425956,-122.148522
142-01-007,"480 Quarry Rd, Palo Alto",univ,1/2mi,CC,,Cannot assess for this zone.,65,18869,,none,37.43991,-122.171247
142-01-008,,univ,1/2mi,CC,,Cannot assess for this zone.,65,20214,,none,37.440788,-122.173651
142-01-009,"180 El Camino Real, Palo Alto",univ,1/4mi,CC,,Cannot assess for this zone.,75,2300402,,none,37.442967,-122.171258
142-02-021,"600 Sand Hill Rd, Palo Alto",univ,1/2mi,PC-4426,,Cannot assess for this zone.,65,211886,2005,none,37.441966,-122.174873
142-02-025,"520 Sand Hill Rd, Palo Alto",univ,1/2mi,PF; PF(D),,Cannot assess for this zone.,65,150146,,none,37.443254,-122.174272
142-02-026,"510 Sand Hill Rd, Palo Alto",univ,1/2mi,CC (L); CC; PF(D); PC-4426; PF,,Cannot assess for this zone.,65,296392,,none,37.444978,-122.17333
142-03-040,,univ,1/2mi,CC,,Cannot assess for this zone.,65,249999,1997,none,37.438794,-122.172293
